time,ph1_1,ph1_2,ph1_3,,,ph3_1,ph3_2,ph3_3,,,ph5_1,ph5_2,ph5_3,,,ph7_1,ph7_2,ph7_3,,,ph9_1,ph9_2,ph9_3,,,ph11_1,ph11_2,ph11_3
0,0.0005089,0.000503,0.0005021,,,0.0005011,0.0005034,0.0005032,,,0.0005018,0.0005012,0.0005026,,,0.0005023,0.0005037,0.000504,,,0.000506,0.0005047,0.0005025,,,0.0005055,0.0005032,0.0005014
0.1,0.1808252,0.1820239,0.1842161,,,0.1660453,0.1619178,0.1682145,,,0.1398677,0.1343709,0.1367834,,,0.150444,0.1485638,0.1612171,,,0.1443424,0.1479952,0.1417409,,,0.146134,0.1487155,0.1456592
0.2,0.214204,0.2308468,0.2321568,,,0.2037515,0.1911131,0.2079967,,,0.1648562,0.1537183,0.1651994,,,0.1650162,0.1652179,0.1732145,,,0.1595111,0.1846274,0.1680878,,,0.168453,0.1751909,0.1821895
0.3,0.2325371,0.2683685,0.2559889,,,0.2230836,0.2187677,0.2405834,,,0.1707071,0.1637374,0.1794461,,,0.1711384,0.1872231,0.186109,,,0.170854,0.2067558,0.1978664,,,0.1869454,0.2071338,0.2053284
0.4,0.2411831,0.3029103,0.2853264,,,0.2401903,0.2411068,0.266018,,,0.1915424,0.1767934,0.1905235,,,0.1925742,0.2045139,0.204953,,,0.1941595,0.2021428,0.1999629,,,0.2036597,0.2052669,0.20676
0.5,0.2691797,0.3200724,0.3094877,,,0.2606202,0.2660165,0.2974826,,,0.2011814,0.1798159,0.2100803,,,0.1969437,0.2056026,0.204307,,,0.2031297,0.2050078,0.2187722,,,0.2091642,0.2328262,0.2301529
0.6,0.2989856,0.3351145,0.3260595,,,0.277468,0.27357,0.3031572,,,0.2002596,0.193198,0.2146033,,,0.2095237,0.2104666,0.2136163,,,0.2053592,0.210109,0.2304827,,,0.2137285,0.2523136,0.2384952
0.7,0.3171246,0.3460324,0.3506016,,,0.2977355,0.2994203,0.3118254,,,0.2106776,0.1944859,0.2100364,,,0.2135802,0.2254738,0.2241623,,,0.2342972,0.2187873,0.2330136,,,0.2345937,0.2640804,0.2434593
0.8,0.3417053,0.3592688,0.3757463,,,0.2993484,0.2981297,0.3214675,,,0.2384208,0.2152521,0.2130263,,,0.2225555,0.2404201,0.2252589,,,0.2315575,0.2389197,0.2377272,,,0.2334121,0.2750192,0.2422737
0.9,0.3673863,0.3802936,0.4030298,,,0.3177214,0.3133667,0.3371721,,,0.2325098,0.2218773,0.2087733,,,0.2252331,0.2523358,0.2190728,,,0.2322218,0.2402637,0.2337993,,,0.2644339,0.2759588,0.2578996
1,0.3743494,0.3994562,0.4192391,,,0.3316617,0.3231187,0.3410688,,,0.2314317,0.2342391,0.2196462,,,0.240492,0.2582811,0.2333462,,,0.2245508,0.2442869,0.2234516,,,0.2601303,0.2813632,0.2653057
1.1,0.385701,0.4186847,0.4235762,,,0.3490433,0.3265074,0.3402717,,,0.2468161,0.2440725,0.2250871,,,0.2402418,0.2394611,0.2396502,,,0.2472538,0.2557808,0.2245242,,,0.2709253,0.298991,0.2678429
1.2,0.3937667,0.4319964,0.4321392,,,0.3636233,0.3484452,0.360759,,,0.2644092,0.239655,0.2229352,,,0.2454255,0.2351865,0.2301921,,,0.2514366,0.254847,0.2338849,,,0.268649,0.3101206,0.2802055
1.3,0.3979008,0.4218984,0.4493853,,,0.3747064,0.3425441,0.3668471,,,0.2701646,0.2305119,0.2364295,,,0.2382898,0.2392379,0.2432453,,,0.2613269,0.2580185,0.2434655,,,0.2674204,0.3146594,0.2895143
1.4,0.4168585,0.4456069,0.4724281,,,0.3776726,0.355916,0.3887453,,,0.2775099,0.2435128,0.2336465,,,0.256437,0.2403043,0.2526748,,,0.264919,0.2572599,0.2415728,,,0.2748088,0.3386651,0.3076744
1.5,0.4208369,0.4560463,0.4600133,,,0.4031003,0.346599,0.394944,,,0.2761956,0.2487276,0.237249,,,0.2466677,0.2467021,0.2542635,,,0.2748854,0.2577894,0.2500326,,,0.2812462,0.3411773,0.3060841
1.6,0.4303856,0.4745802,0.4618514,,,0.4152398,0.353432,0.3962676,,,0.2825927,0.2408301,0.2412918,,,0.2556088,0.2656322,0.2687566,,,0.2710777,0.2745672,0.2444722,,,0.2687908,0.3467973,0.3104787
1.7,0.4416486,0.4818479,0.4708488,,,0.4343838,0.364368,0.4039711,,,0.2782705,0.2455906,0.2388394,,,0.264083,0.2593922,0.2680334,,,0.2834345,0.2669359,0.231001,,,0.2715251,0.3657811,0.3309734
1.8,0.4572213,0.4990004,0.4776496,,,0.4391547,0.3755885,0.3872549,,,0.2900212,0.233687,0.233122,,,0.2697796,0.2557113,0.2621017,,,0.2961125,0.2699835,0.2425379,,,0.2871712,0.3727825,0.3197432
1.9,0.4631456,0.5055915,0.5048387,,,0.4306016,0.362728,0.4047448,,,0.2777915,0.2393843,0.2460974,,,0.2679153,0.2693643,0.2630565,,,0.2900621,0.2832735,0.2479141,,,0.2976093,0.3803806,0.3314207
2,0.4601679,0.5064641,0.5255015,,,0.4411809,0.3686889,0.4117557,,,0.2746792,0.2438626,0.2439398,,,0.2682271,0.2691811,0.2637286,,,0.2856331,0.2858793,0.2564791,,,0.3080588,0.3630654,0.323568
2.1,0.4814286,0.5157106,0.5173295,,,0.426746,0.366754,0.4186246,,,0.2886404,0.2531747,0.2502189,,,0.2617653,0.2799881,0.2530852,,,0.2857052,0.286964,0.2529925,,,0.3115163,0.3754246,0.3246609
2.2,0.4792348,0.5148757,0.5187959,,,0.438865,0.3783967,0.4132555,,,0.2916805,0.2600604,0.2525491,,,0.2811959,0.278435,0.2693308,,,0.2801753,0.2794501,0.246423,,,0.3175303,0.3756397,0.3206205
2.3,0.480513,0.5141318,0.5167294,,,0.448231,0.3650166,0.4071264,,,0.2958079,0.2639657,0.2514766,,,0.2759235,0.2784571,0.2565524,,,0.283517,0.2846075,0.2428246,,,0.3189816,0.3782071,0.3293396
2.4,0.5040978,0.5296707,0.5319889,,,0.4715916,0.378233,0.4200924,,,0.2984864,0.2598808,0.2640357,,,0.2739654,0.2819502,0.2732193,,,0.288327,0.2843308,0.24728,,,0.3116354,0.4026798,0.3427901
2.5,0.4904357,0.5289546,0.5494761,,,0.4746179,0.3896388,0.4246358,,,0.3023073,0.2576016,0.2662339,,,0.2804042,0.2790722,0.2606243,,,0.2914935,0.2911497,0.2531713,,,0.3252503,0.3979356,0.3557452
2.6,0.4917557,0.5322109,0.5638176,,,0.4710212,0.3953628,0.4136384,,,0.3074711,0.2622588,0.2643697,,,0.2603546,0.2728407,0.2746248,,,0.2816444,0.2784984,0.2667972,,,0.3161536,0.3988967,0.3545144
2.7,0.5034561,0.5464963,0.5702873,,,0.4953082,0.4067733,0.4146933,,,0.3037706,0.2637655,0.2568462,,,0.2750171,0.2656523,0.2676937,,,0.2819857,0.2772812,0.2603489,,,0.3245851,0.4114513,0.3561482
2.8,0.5180068,0.5607636,0.5812402,,,0.5085487,0.4161402,0.4174617,,,0.2944948,0.2778617,0.2654125,,,0.281487,0.2637863,0.2806763,,,0.2843902,0.2878561,0.2578277,,,0.3222608,0.4189997,0.3658162
2.9,0.5087687,0.5626361,0.5862712,,,0.5173514,0.4122979,0.4318881,,,0.3041176,0.2847181,0.2710941,,,0.2850224,0.281515,0.2663336,,,0.2876162,0.2811326,0.2654456,,,0.3251443,0.4099597,0.3560661
