time,ph1_1,ph1_2,ph1_3,ph3_1,ph3_2,ph3_3,ph5_1,ph5_2,ph5_3,ph7_1,ph7_2,ph7_3,ph9_1,ph9_2,ph9_3,ph11_1,ph11_2,ph11_3
0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
0.1,0.14403,0.13933,0.14109,0.13345,0.14122,0.12955,0.10209,0.10596,0.1181,0.1067,0.10778,0.11408,0.13634,0.1217,0.11844,0.12812,0.11203,0.12847
0.2,0.1662,0.16764,0.17854,0.16232,0.1531,0.14423,0.12012,0.1262,0.12882,0.12758,0.11379,0.11714,0.12841,0.11936,0.13146,0.14341,0.12713,0.16115
0.3,0.20032,0.19721,0.19171,0.17413,0.15935,0.16927,0.12583,0.15048,0.13886,0.14198,0.13018,0.12899,0.12845,0.1288,0.14798,0.16378,0.14521,0.17149
0.4,0.21702,0.22575,0.19688,0.18964,0.17235,0.17451,0.13639,0.14449,0.13235,0.1506,0.14447,0.13303,0.14733,0.14259,0.14932,0.16951,0.15484,0.1851
0.5,0.21992,0.22113,0.20097,0.19563,0.20278,0.18777,0.12941,0.14891,0.12751,0.14772,0.14547,0.13668,0.14254,0.15286,0.15301,0.17927,0.16779,0.18228
0.6,0.23048,0.22637,0.20985,0.20389,0.1901,0.19952,0.13117,0.14611,0.14179,0.15357,0.15341,0.14823,0.14025,0.17356,0.16628,0.18813,0.18059,0.17697
0.7,0.25222,0.23722,0.21789,0.21437,0.18979,0.20279,0.13428,0.15052,0.13526,0.15949,0.15577,0.15718,0.15742,0.17225,0.16701,0.19682,0.18516,0.20163
0.8,0.25008,0.25285,0.22931,0.22868,0.18101,0.21013,0.13639,0.15132,0.12343,0.15971,0.15718,0.15185,0.16077,0.1557,0.16109,0.20598,0.17994,0.21664
0.9,0.27454,0.24411,0.25114,0.22063,0.19918,0.22176,0.14529,0.15849,0.13618,0.16493,0.17568,0.15811,0.16034,0.17936,0.16346,0.20868,0.19014,0.21406
1.0,0.2623,0.26704,0.2505,0.24633,0.21256,0.21984,0.1483,0.15777,0.13858,0.15845,0.16089,0.15397,0.16489,0.17623,0.16135,0.22659,0.20333,0.22165
1.1,0.25051,0.27168,0.26739,0.24566,0.21826,0.22721,0.15826,0.17457,0.13564,0.17083,0.16408,0.15978,0.1628,0.17817,0.16374,0.21644,0.20139,0.23179
1.2,0.26825,0.28721,0.2645,0.24282,0.24816,0.23513,0.16282,0.18251,0.13984,0.17836,0.17355,0.16885,0.16884,0.18959,0.17639,0.23203,0.19114,0.23368
1.3,0.26745,0.29877,0.27734,0.25253,0.23,0.22861,0.15813,0.19168,0.14739,0.17834,0.18269,0.16779,0.17701,0.19297,0.17525,0.22219,0.19877,0.23022
1.4,0.26353,0.28228,0.2761,0.24711,0.24736,0.23147,0.1612,0.18257,0.15204,0.19082,0.18717,0.16009,0.19268,0.19773,0.18325,0.22249,0.19747,0.23081
1.5,0.26321,0.29828,0.27436,0.243,0.24101,0.22365,0.16488,0.17845,0.14435,0.19515,0.17772,0.1737,0.18177,0.20115,0.18976,0.2189,0.20391,0.23296
1.6,0.27323,0.29161,0.27781,0.24906,0.22662,0.23987,0.16347,0.17512,0.14992,0.1819,0.16981,0.17738,0.18402,0.19826,0.17949,0.23081,0.21076,0.23859
1.7,0.26861,0.2866,0.25339,0.25597,0.23955,0.244,0.16989,0.18798,0.15066,0.19338,0.17604,0.17455,0.19061,0.20955,0.18948,0.23514,0.20804,0.23698
