time,ph1_1,ph1_2,ph1_3,,,ph3_1,ph3_2,ph3_3,,,ph5_1,ph5_2,ph5_3,,,ph7_1,ph7_2,ph7_3,,,ph9_1,ph9_2,ph9_3,,,ph11_1,ph11_2,ph11_3
0,0.0005039,0.000506,0.0005041,,,0.0005039,0.0005013,0.0005039,,,0.0005025,0.0005049,0.000501,,,0.0005018,0.0005023,0.0005006,,,0.000504,0.0005034,0.0005048,,,0.0005073,0.0005039,0.0005021
0.1,0.2682323,0.2727202,0.2758454,,,0.2452807,0.2423593,0.2568253,,,0.1889294,0.2062182,0.2100233,,,0.2278076,0.2044092,0.2053668,,,0.2144637,0.2090563,0.2060851,,,0.2149207,0.2216567,0.2188394
0.2,0.3536401,0.3488487,0.3615647,,,0.3091073,0.2910667,0.3592061,,,0.2194606,0.2398761,0.217788,,,0.2361634,0.2323152,0.2366296,,,0.2513125,0.2212633,0.2420159,,,0.2938199,0.2989726,0.2808679
0.3,0.408225,0.3795562,0.4189,,,0.3681608,0.3487945,0.4155134,,,0.2412614,0.2659695,0.2325654,,,0.2555424,0.2633992,0.2414926,,,0.2675852,0.2402235,0.2656721,,,0.3364348,0.3459243,0.3046366
0.4,0.468659,0.4196837,0.4255241,,,0.4171592,0.3839436,0.4289129,,,0.2568769,0.2813322,0.2675283,,,0.2602268,0.2700357,0.2589404,,,0.2641512,0.254923,0.2832579,,,0.3586041,0.3985999,0.3388253
0.5,0.4825029,0.4835279,0.4625291,,,0.4757528,0.4172188,0.4490166,,,0.2713993,0.2962966,0.2636694,,,0.301026,0.2603745,0.279981,,,0.274185,0.2953027,0.282784,,,0.3829693,0.3905934,0.3520743
0.6,0.5023927,0.5041111,0.4450464,,,0.5248827,0.4451307,0.4536252,,,0.3003414,0.2765488,0.276269,,,0.2962012,0.2793826,0.2836549,,,0.3111591,0.3158707,0.2797505,,,0.4122677,0.4285401,0.3570543
0.7,0.5074259,0.5126125,0.4700296,,,0.5369319,0.457309,0.4723846,,,0.3056159,0.2867253,0.2785441,,,0.2965788,0.2801193,0.2876308,,,0.3292612,0.3405493,0.2753495,,,0.3916559,0.4716315,0.3878773
0.8,0.5339844,0.552911,0.4939122,,,0.532245,0.4841167,0.4815203,,,0.3069276,0.2851293,0.305646,,,0.3149669,0.293619,0.2920436,,,0.3355398,0.3527618,0.2846542,,,0.3982146,0.491545,0.3994364
0.9,0.5423613,0.5930403,0.5348423,,,0.52682,0.4350364,0.4919466,,,0.2983706,0.2926245,0.3000483,,,0.3252495,0.2958317,0.3066958,,,0.3551039,0.3605385,0.2782657,,,0.400953,0.475919,0.3972487
1,0.5507017,0.6060763,0.5833436,,,0.5894274,0.4775183,0.5160099,,,0.3335704,0.3177803,0.3263922,,,0.3313107,0.3022774,0.3201098,,,0.3413872,0.3467349,0.2977528,,,0.4053338,0.4899147,0.4197861
1.1,0.5847269,0.5942218,0.5563161,,,0.5756373,0.4822415,0.5261471,,,0.3368841,0.3233029,0.3265782,,,0.3416694,0.2961239,0.3237555,,,0.3683608,0.3516882,0.2999293,,,0.4163185,0.4870885,0.4119399
1.2,0.6193641,0.6073697,0.5735546,,,0.603443,0.4813995,0.5467228,,,0.3107498,0.3277206,0.3203555,,,0.3459021,0.3023914,0.3163755,,,0.3886311,0.3583853,0.2974393,,,0.4228529,0.4831571,0.4259918
1.3,0.6313539,0.6216421,0.5516741,,,0.5983301,0.482895,0.5378399,,,0.3191101,0.329486,0.3144778,,,0.3463832,0.3108148,0.3294939,,,0.3865478,0.3651284,0.2987177,,,0.4241275,0.5226597,0.4324531
1.4,0.6761615,0.6434674,0.5588595,,,0.5985737,0.4960852,0.5330948,,,0.3206128,0.3376293,0.3261948,,,0.3388318,0.315572,0.3477934,,,0.3844178,0.3676598,0.3131472,,,0.3979821,0.5530633,0.4391077
1.5,0.6569959,0.6774274,0.5989911,,,0.5967062,0.4904293,0.5318463,,,0.3265409,0.3212046,0.3236413,,,0.352396,0.3176126,0.3532851,,,0.3709165,0.3733501,0.3121638,,,0.407754,0.5407377,0.4257109
1.6,0.6845177,0.6961508,0.6271766,,,0.609726,0.4813622,0.4997001,,,0.3219164,0.3331054,0.3375764,,,0.3498749,0.3256261,0.3581331,,,0.3965425,0.4001476,0.3252023,,,0.3895364,0.5505996,0.4283527
1.7,0.6891984,0.6984885,0.6163612,,,0.6203198,0.4686021,0.5066165,,,0.324369,0.3511263,0.3521208,,,0.3694645,0.3353246,0.3574588,,,0.3856665,0.403202,0.324303,,,0.3801725,0.5819805,0.443317
1.8,0.6952824,0.7080902,0.6399385,,,0.6487592,0.4665091,0.5234112,,,0.3404881,0.3535959,0.354568,,,0.3731219,0.3177678,0.3613866,,,0.3671732,0.3862141,0.350694,,,0.3773039,0.5843694,0.4667284
1.9,0.6965895,0.7096347,0.6477093,,,0.6391348,0.4383133,0.5035657,,,0.3214148,0.3556213,0.3549419,,,0.361141,0.3247568,0.3388287,,,0.3567724,0.3745319,0.358312,,,0.4296026,0.5669456,0.4627484
2,0.7055397,0.7352418,0.6338092,,,0.6477683,0.4559441,0.5177848,,,0.329993,0.3667301,0.3581005,,,0.3550369,0.3390488,0.3358243,,,0.3782303,0.392426,0.371181,,,0.4092874,0.5658347,0.4618393
2.1,0.7637577,0.7419899,0.6582013,,,0.6267028,0.4486585,0.5180639,,,0.3368047,0.3457605,0.3429281,,,0.374926,0.3391713,0.3454279,,,0.3946868,0.4044662,0.3821039,,,0.4122637,0.5632896,0.4572232
2.2,0.8048022,0.7709825,0.6964387,,,0.6528753,0.4679722,0.5093685,,,0.3621896,0.3285562,0.3456347,,,0.3996469,0.3422742,0.3650835,,,0.3851544,0.4184002,0.386039,,,0.4079758,0.5791615,0.4661665
2.3,0.8169506,0.7658977,0.72434,,,0.6488057,0.4527292,0.5045022,,,0.3580267,0.326845,0.3536304,,,0.3803675,0.349013,0.3890228,,,0.3555263,0.3919165,0.3841899,,,0.4310692,0.5771863,0.4618551
2.4,0.785407,0.756745,0.7326412,,,0.6693991,0.4606919,0.5235382,,,0.3486859,0.3418673,0.3683178,,,0.3941572,0.3337254,0.3872278,,,0.3563216,0.4072315,0.3855466,,,0.4510746,0.5685913,0.4747484
2.5,0.8029796,0.7686719,0.7539448,,,0.6764627,0.4954115,0.4990761,,,0.3624299,0.3540525,0.3653664,,,0.407058,0.3385098,0.3775727,,,0.3760313,0.3951173,0.3824882,,,0.4475318,0.5603213,0.4822488
2.6,0.7822984,0.7423657,0.7623657,,,0.725726,0.4804715,0.5114251,,,0.3653989,0.3488496,0.37209,,,0.4310148,0.3410491,0.386024,,,0.3664115,0.4079276,0.3930837,,,0.4347178,0.5682203,0.4890216
2.7,0.7844183,0.7176325,0.7137889,,,0.757449,0.5030115,0.5050186,,,0.3615229,0.3491445,0.3715625,,,0.430604,0.3547721,0.379521,,,0.3502329,0.4345324,0.3826947,,,0.4583602,0.5900118,0.4644642
2.8,0.8061565,0.6956706,0.7176167,,,0.8150058,0.5231405,0.4930622,,,0.3594001,0.3572856,0.3801619,,,0.4318826,0.3511829,0.3871225,,,0.3577484,0.4191027,0.3932975,,,0.4415765,0.5959353,0.4828812
2.9,0.7645314,0.6798574,0.7561103,,,0.8335204,0.5335862,0.5290632,,,0.3616062,0.3577398,0.3780871,,,0.4055187,0.3429132,0.3960891,,,0.3543212,0.4305676,0.4079831,,,0.4560092,0.6015285,0.4814332
