time,ph1_1,ph1_2,ph1_3,,,ph3_1,ph3_2,ph3_3,,,ph5_1,ph5_2,ph5_3,,,ph7_1,ph7_2,ph7_3,,,ph9_1,ph9_2,ph9_3,,,ph11_1,ph11_2,ph11_3
0,0.0005032,0.0005056,0.0005014,,,0.0005066,0.000502,0.0005102,,,0.0005065,0.0005069,0.0005084,,,0.0005038,0.0005048,0.0005031,,,0.0005043,0.0005036,0.0005052,,,0.0005007,0.0005036,0.000507
0.1,0.2963645,0.3278627,0.3153816,,,0.2767101,0.3052609,0.2513154,,,0.232049,0.2130757,0.2194007,,,0.214968,0.2256666,0.2316128,,,0.2228732,0.2234551,0.2326981,,,0.2595412,0.2678926,0.2839587
0.2,0.4047557,0.389783,0.383301,,,0.353913,0.3871087,0.3021622,,,0.2392731,0.251329,0.2513821,,,0.25749,0.2524289,0.2465,,,0.2591653,0.2579769,0.2579596,,,0.3037552,0.3489394,0.3606501
0.3,0.4398637,0.4787166,0.439992,,,0.3763632,0.4428751,0.3363999,,,0.2781438,0.2932691,0.2910096,,,0.2976274,0.2904484,0.2568958,,,0.2855884,0.2883324,0.2840506,,,0.3453616,0.4084179,0.3935084
0.4,0.4782422,0.5267562,0.4707285,,,0.4213354,0.4903609,0.3693259,,,0.2792845,0.2970773,0.3198383,,,0.3141964,0.3039665,0.2784978,,,0.2959768,0.3129745,0.302137,,,0.4105601,0.3946052,0.4397397
0.5,0.4661011,0.5399685,0.4721914,,,0.4952267,0.5299352,0.3863101,,,0.2920283,0.2950151,0.33484,,,0.3361776,0.3180151,0.3003388,,,0.3063624,0.3289813,0.3315568,,,0.4160209,0.4245926,0.4723389
0.6,0.5096202,0.5386314,0.4970787,,,0.5014621,0.5531254,0.3992886,,,0.3086183,0.2881688,0.3265575,,,0.3255933,0.335317,0.315191,,,0.321171,0.3374415,0.33373,,,0.4671613,0.4572565,0.4868139
0.7,0.5147352,0.5713083,0.5350826,,,0.5300328,0.5674015,0.4178307,,,0.3409049,0.3128788,0.3395316,,,0.3335282,0.3396246,0.3190011,,,0.3294408,0.3471268,0.3439419,,,0.4606301,0.4675075,0.505977
0.8,0.508408,0.5724099,0.5430396,,,0.4895752,0.532885,0.448269,,,0.3421993,0.3201084,0.3503319,,,0.3417003,0.350749,0.3189618,,,0.3536215,0.3746049,0.3415562,,,0.468208,0.5114107,0.5026168
0.9,0.5395419,0.603869,0.5417776,,,0.4916508,0.5507728,0.4440789,,,0.3530856,0.3467613,0.3254555,,,0.3439499,0.3444822,0.3226943,,,0.3615986,0.3973917,0.3700548,,,0.4898866,0.5207469,0.5252534
1,0.5455739,0.6094441,0.5623552,,,0.511409,0.5266338,0.4624531,,,0.3624184,0.3401684,0.340113,,,0.3524906,0.3465378,0.3275042,,,0.3701732,0.4186729,0.3904205,,,0.47087,0.5081161,0.5109258
1.1,0.5336066,0.6212854,0.5859084,,,0.493606,0.526376,0.4698346,,,0.3648086,0.3564267,0.3526211,,,0.3608892,0.3473375,0.3395285,,,0.3767958,0.4012208,0.3778042,,,0.5006344,0.5212282,0.5237039
1.2,0.562281,0.6543068,0.5829653,,,0.5057861,0.5506759,0.5046263,,,0.3428032,0.3669186,0.36149,,,0.3569518,0.323445,0.3659055,,,0.399311,0.4024466,0.3823535,,,0.5189205,0.5447926,0.5283291
