time,ph1_1,ph1_2,ph1_3,ph3_1,ph3_2,ph3_3,ph5_1,ph5_2,ph5_3,ph7_1,ph7_2,ph7_3,ph9_1,ph9_2,ph9_3,ph11_1,ph11_2,ph11_3
12.1,0.3269,0.35428,0.35984,0.32792,0.29441,0.3274,0.27808,0.27336,0.27646,0.29876,0.28627,0.2442,0.27989,0.25675,0.28961,0.40004,0.34592,0.34747
12.2,0.33211,0.36436,0.3764,0.31973,0.29827,0.3371,0.28062,0.28952,0.28225,0.30904,0.29128,0.25254,0.27071,0.27402,0.29317,0.40857,0.33495,0.33924
12.3,0.3253,0.36569,0.3603,0.29413,0.30661,0.33284,0.28268,0.28565,0.28712,0.30889,0.29053,0.26269,0.26204,0.26733,0.2948,0.40657,0.33661,0.33196
12.4,0.31803,0.35262,0.36826,0.30567,0.29793,0.34112,0.28948,0.28757,0.27515,0.30245,0.28813,0.25769,0.25866,0.28386,0.29769,0.40837,0.34515,0.33574
12.5,0.31966,0.37848,0.35611,0.32727,0.28215,0.33577,0.28574,0.28828,0.27833,0.29724,0.29111,0.26115,0.27218,0.276,0.30239,0.40533,0.34282,0.32752
12.6,0.33477,0.3628,0.356,0.32499,0.28603,0.3406,0.27552,0.29697,0.29503,0.30394,0.29634,0.25896,0.26024,0.2606,0.30006,0.40288,0.35231,0.32622
12.7,0.332,0.38102,0.34429,0.31589,0.29104,0.32131,0.29277,0.28705,0.30224,0.30897,0.29855,0.26239,0.27104,0.2633,0.29612,0.39662,0.32485,0.32048
12.8,0.31174,0.37599,0.34593,0.29739,0.27418,0.31219,0.28786,0.28406,0.28771,0.3048,0.28856,0.26064,0.27291,0.26425,0.29692,0.38504,0.33478,0.35074
12.9,0.30813,0.3723,0.33663,0.30009,0.29382,0.30759,0.27402,0.27871,0.29039,0.29279,0.27992,0.2565,0.2622,0.27098,0.31076,0.37983,0.335,0.34766
13.0,0.32648,0.37612,0.33837,0.28611,0.2902,0.32647,0.26422,0.28539,0.29252,0.29601,0.28,0.25132,0.27387,0.27527,0.29634,0.38896,0.3523,0.34691
